dates,lats,lons,pressure,fcst_ini_date,lead_time_hours
2022-08-01 00:00:00,20.5,239.0,98831.12,2022-07-28 12:00:00,84
2022-08-01 06:00:00,21.25,238.5,99154.69,2022-07-28 12:00:00,90
2022-08-01 12:00:00,21.75,237.75,99229.06,2022-07-28 12:00:00,96
2022-08-01 18:00:00,22.25,237.0,99635.94,2022-07-28 12:00:00,102
2022-08-02 00:00:00,23.0,236.25,99712.81,2022-07-28 12:00:00,108
2022-08-02 06:00:00,23.5,235.5,100085.7,2022-07-28 12:00:00,114
2022-08-02 12:00:00,24.5,234.75,100155.2,2022-07-28 12:00:00,120
2022-08-02 18:00:00,25.25,234.25,100466.6,2022-07-28 12:00:00,126
2022-08-03 00:00:00,26.0,233.75,100453.8,2022-07-28 12:00:00,132
2022-08-03 06:00:00,27.0,233.0,100714.2,2022-07-28 12:00:00,138
2022-08-19 00:00:00,20.75,89.75,99250.19,2022-08-19 00:00:00,0
2022-08-19 12:00:00,21.75,88.25,98987.62,2022-08-19 00:00:00,12
2022-08-19 18:00:00,22.5,87.5,99342.81,2022-08-19 00:00:00,18
2022-08-20 00:00:00,22.5,86.0,99234.06,2022-08-19 00:00:00,24
2022-08-20 06:00:00,22.75,85.0,99506.62,2022-08-19 00:00:00,30
2022-08-20 12:00:00,23.75,84.0,99303.81,2022-08-19 00:00:00,36
2022-08-20 18:00:00,24.0,83.5,99424.62,2022-08-19 00:00:00,42
2022-08-21 06:00:00,24.0,81.5,99474.62,2022-08-19 00:00:00,54
2022-08-21 12:00:00,24.0,80.75,99261.75,2022-08-19 00:00:00,60
2022-08-21 18:00:00,23.75,79.5,99353.75,2022-08-19 00:00:00,66
2022-08-22 00:00:00,23.75,79.25,99169.88,2022-08-19 00:00:00,72
2022-08-22 06:00:00,24.0,79.0,99462.75,2022-08-19 00:00:00,78
2022-08-22 12:00:00,24.75,78.75,99276.94,2022-08-19 00:00:00,84
2022-08-22 18:00:00,24.5,77.0,99571.12,2022-08-19 00:00:00,90
2022-08-22 00:00:00,24.25,151.5,100421.4,2022-08-22 00:00:00,0
2022-08-22 06:00:00,25.5,151.5,100244.5,2022-08-22 00:00:00,6
2022-08-22 12:00:00,26.5,151.25,100354.9,2022-08-22 00:00:00,12
2022-08-22 18:00:00,27.5,150.75,100164.6,2022-08-22 00:00:00,18
2022-08-23 00:00:00,29.0,150.25,100231.1,2022-08-22 00:00:00,24
2022-08-23 06:00:00,30.25,149.5,100083.8,2022-08-22 00:00:00,30
2022-08-23 12:00:00,31.5,149.0,99984.88,2022-08-22 00:00:00,36
2022-08-23 18:00:00,32.75,148.5,99748.75,2022-08-22 00:00:00,42
2022-08-24 00:00:00,34.0,148.5,99762.88,2022-08-22 00:00:00,48
2022-08-24 06:00:00,35.25,148.75,99532.06,2022-08-22 00:00:00,54
2022-08-24 12:00:00,36.25,149.25,99478.19,2022-08-22 00:00:00,60
2022-08-24 18:00:00,37.5,150.0,99336.5,2022-08-22 00:00:00,66
2022-08-25 00:00:00,39.0,151.25,99421.56,2022-08-22 00:00:00,72
2022-08-25 06:00:00,40.75,152.75,99432.31,2022-08-22 00:00:00,78
2022-08-25 18:00:00,44.75,157.5,99700.94,2022-08-22 00:00:00,90
2022-08-22 06:00:00,16.5,124.0,99606.0,2022-08-22 06:00:00,0
2022-08-23 00:00:00,17.25,122.75,99426.81,2022-08-22 06:00:00,18
2022-08-23 06:00:00,18.25,121.5,99370.0,2022-08-22 06:00:00,24
2022-08-23 12:00:00,18.75,120.25,99368.38,2022-08-22 06:00:00,30
2022-08-23 18:00:00,19.0,118.75,99135.0,2022-08-22 06:00:00,36
2022-08-24 00:00:00,19.25,117.75,99145.38,2022-08-22 06:00:00,42
2022-08-24 06:00:00,20.25,116.5,98912.31,2022-08-22 06:00:00,48
2022-08-24 12:00:00,20.25,114.5,99010.44,2022-08-22 06:00:00,54
2022-08-24 18:00:00,20.75,113.5,98935.0,2022-08-22 06:00:00,60
2022-08-25 00:00:00,21.25,112.0,99052.31,2022-08-22 06:00:00,66
2022-08-25 06:00:00,21.75,110.0,99317.31,2022-08-22 06:00:00,72
2022-08-25 18:00:00,21.75,105.75,99715.94,2022-08-22 06:00:00,84
2022-08-28 06:00:00,26.0,149.25,100780.0,2022-08-28 06:00:00,0
2022-08-28 12:00:00,27.0,148.0,100818.6,2022-08-28 06:00:00,6
2022-08-28 18:00:00,27.25,146.25,100541.4,2022-08-28 06:00:00,12
2022-08-29 00:00:00,27.25,145.0,100542.7,2022-08-28 06:00:00,18
2022-08-29 06:00:00,27.5,143.0,100271.9,2022-08-28 06:00:00,24
2022-08-29 12:00:00,27.25,141.0,100208.1,2022-08-28 06:00:00,30
2022-08-29 18:00:00,27.0,139.0,99916.19,2022-08-28 06:00:00,36
2022-08-30 00:00:00,26.75,137.0,99987.62,2022-08-28 06:00:00,42
2022-08-30 06:00:00,26.5,135.25,99731.88,2022-08-28 06:00:00,48
2022-08-30 12:00:00,26.25,133.75,99385.81,2022-08-28 06:00:00,54
2022-08-30 18:00:00,26.25,132.0,98997.88,2022-08-28 06:00:00,60
2022-08-31 00:00:00,26.0,130.25,98986.06,2022-08-28 06:00:00,66
2022-08-31 06:00:00,25.25,129.0,98656.06,2022-08-28 06:00:00,72
2022-08-31 12:00:00,24.5,127.75,98482.88,2022-08-28 06:00:00,78
2022-08-31 18:00:00,23.5,126.5,98257.62,2022-08-28 06:00:00,84
2022-09-01 00:00:00,22.75,126.0,98325.56,2022-08-28 06:00:00,90
2022-09-01 06:00:00,22.0,125.5,98239.19,2022-08-28 06:00:00,96
2022-09-01 12:00:00,21.25,125.5,98102.81,2022-08-28 06:00:00,102
2022-09-01 18:00:00,21.75,125.5,97783.12,2022-08-28 06:00:00,108
2022-09-02 00:00:00,21.75,125.25,97878.06,2022-08-28 06:00:00,114
2022-09-02 06:00:00,22.0,124.75,97538.0,2022-08-28 06:00:00,120
2022-09-02 12:00:00,22.25,125.0,97734.81,2022-08-28 06:00:00,126
2022-09-02 18:00:00,22.75,124.75,97541.19,2022-08-28 06:00:00,132
2022-09-03 00:00:00,23.0,124.75,97476.38,2022-08-28 06:00:00,138
2022-09-03 06:00:00,23.75,124.75,97211.25,2022-08-28 06:00:00,144
2022-09-03 12:00:00,24.5,124.75,96894.12,2022-08-28 06:00:00,150
2022-09-03 18:00:00,25.25,124.5,96751.25,2022-08-28 06:00:00,156
2022-09-04 00:00:00,26.0,124.5,96799.25,2022-08-28 06:00:00,162
2022-09-04 06:00:00,27.0,124.5,96412.88,2022-08-28 06:00:00,168
2022-09-04 12:00:00,27.5,124.5,96437.88,2022-08-28 06:00:00,174
2022-09-04 18:00:00,28.75,124.5,96317.5,2022-08-28 06:00:00,180
2022-09-05 00:00:00,29.5,124.75,96512.5,2022-08-28 06:00:00,186
2022-09-05 06:00:00,30.75,125.5,96428.0,2022-08-28 06:00:00,192
2022-09-05 12:00:00,32.25,126.75,96727.94,2022-08-28 06:00:00,198
2022-09-05 18:00:00,34.25,128.0,97127.31,2022-08-28 06:00:00,204
2022-09-06 00:00:00,36.5,130.25,98118.0,2022-08-28 06:00:00,210
2022-09-06 06:00:00,39.5,133.25,98244.88,2022-08-28 06:00:00,216
2022-09-06 12:00:00,43.5,136.0,98369.56,2022-08-28 06:00:00,222
2022-09-02 00:00:00,38.0,316.0,100939.6,2022-09-02 00:00:00,0
2022-09-02 06:00:00,38.0,316.25,100657.8,2022-09-02 00:00:00,6
2022-09-02 12:00:00,38.0,316.5,100559.8,2022-09-02 00:00:00,12
2022-09-02 18:00:00,38.0,316.5,100348.9,2022-09-02 00:00:00,18
2022-09-03 00:00:00,38.0,316.5,100257.6,2022-09-02 00:00:00,24
2022-09-03 06:00:00,38.0,316.25,100087.0,2022-09-02 00:00:00,30
2022-09-03 12:00:00,38.0,315.75,99940.38,2022-09-02 00:00:00,36
2022-09-03 18:00:00,38.0,315.25,99715.0,2022-09-02 00:00:00,42
2022-09-04 00:00:00,38.0,315.0,99525.25,2022-09-02 00:00:00,48
2022-09-04 06:00:00,38.0,314.5,99337.38,2022-09-02 00:00:00,54
2022-09-04 12:00:00,38.0,314.5,99355.38,2022-09-02 00:00:00,60
2022-09-04 18:00:00,38.25,314.75,99098.0,2022-09-02 00:00:00,66
2022-09-05 00:00:00,38.5,315.0,98862.5,2022-09-02 00:00:00,72
2022-09-05 06:00:00,39.25,315.25,98568.5,2022-09-02 00:00:00,78
2022-09-05 12:00:00,39.75,315.75,98543.94,2022-09-02 00:00:00,84
2022-09-05 18:00:00,40.75,316.25,98351.31,2022-09-02 00:00:00,90
2022-09-06 00:00:00,41.25,317.0,98161.0,2022-09-02 00:00:00,96
2022-09-06 06:00:00,41.75,317.5,97797.12,2022-09-02 00:00:00,102
2022-09-06 12:00:00,42.0,318.0,97719.06,2022-09-02 00:00:00,108
2022-09-06 18:00:00,42.25,319.0,97619.0,2022-09-02 00:00:00,114
2022-09-07 00:00:00,42.25,320.0,97427.25,2022-09-02 00:00:00,120
2022-09-07 06:00:00,43.0,321.25,97316.94,2022-09-02 00:00:00,126
2022-09-07 12:00:00,43.5,322.75,97253.19,2022-09-02 00:00:00,132
2022-09-07 18:00:00,44.25,324.25,97094.62,2022-09-02 00:00:00,138
2022-09-08 00:00:00,45.25,326.0,97261.19,2022-09-02 00:00:00,144
2022-09-08 06:00:00,46.25,327.75,97190.75,2022-09-02 00:00:00,150
2022-09-08 12:00:00,47.25,328.75,97293.0,2022-09-02 00:00:00,156
2022-09-08 18:00:00,48.5,329.25,97268.5,2022-09-02 00:00:00,162
2022-09-09 00:00:00,49.75,329.25,97529.88,2022-09-02 00:00:00,168
2022-09-09 06:00:00,51.0,328.75,97625.62,2022-09-02 00:00:00,174
2022-09-09 12:00:00,51.0,326.75,97896.0,2022-09-02 00:00:00,180
2022-09-09 18:00:00,49.75,325.0,98189.31,2022-09-02 00:00:00,186
2022-09-10 00:00:00,47.75,326.0,98727.0,2022-09-02 00:00:00,192
2022-09-04 18:00:00,15.0,257.75,100177.8,2022-09-04 18:00:00,0
2022-09-05 00:00:00,15.5,256.5,99792.75,2022-09-04 18:00:00,6
2022-09-05 06:00:00,16.0,255.0,99683.5,2022-09-04 18:00:00,12
2022-09-05 12:00:00,15.25,253.5,99182.69,2022-09-04 18:00:00,18
2022-09-05 18:00:00,15.75,253.0,99059.56,2022-09-04 18:00:00,24
2022-09-06 00:00:00,16.0,252.25,98741.75,2022-09-04 18:00:00,30
2022-09-06 06:00:00,17.0,251.75,98851.88,2022-09-04 18:00:00,36
2022-09-06 12:00:00,17.75,250.5,98520.81,2022-09-04 18:00:00,42
2022-09-06 18:00:00,18.5,249.25,98688.25,2022-09-04 18:00:00,48
2022-09-07 00:00:00,19.0,248.5,98366.0,2022-09-04 18:00:00,54
2022-09-07 06:00:00,19.75,248.0,98411.44,2022-09-04 18:00:00,60
2022-09-07 12:00:00,20.75,247.5,97983.19,2022-09-04 18:00:00,66
2022-09-07 18:00:00,21.5,247.25,98203.88,2022-09-04 18:00:00,72
2022-09-08 00:00:00,22.75,247.0,98161.69,2022-09-04 18:00:00,78
2022-09-08 06:00:00,23.75,246.75,98337.75,2022-09-04 18:00:00,84
2022-09-08 12:00:00,25.25,246.5,98437.0,2022-09-04 18:00:00,90
2022-09-08 18:00:00,26.5,246.0,98500.25,2022-09-04 18:00:00,96
2022-09-09 00:00:00,28.0,245.0,98712.88,2022-09-04 18:00:00,102
2022-09-09 06:00:00,28.75,244.5,99078.12,2022-09-04 18:00:00,108
2022-09-09 12:00:00,30.0,243.75,99381.75,2022-09-04 18:00:00,114
2022-09-09 18:00:00,30.75,243.0,99738.06,2022-09-04 18:00:00,120
2022-09-05 00:00:00,20.25,295.0,100492.0,2022-09-05 00:00:00,0
2022-09-05 06:00:00,21.0,295.0,100075.2,2022-09-05 00:00:00,6
2022-09-05 18:00:00,22.25,295.0,100017.8,2022-09-05 00:00:00,18
2022-09-06 00:00:00,22.5,295.0,100155.5,2022-09-05 00:00:00,24
2022-09-06 06:00:00,23.0,294.75,100119.6,2022-09-05 00:00:00,30
2022-09-06 12:00:00,23.5,294.25,99974.31,2022-09-05 00:00:00,36
2022-09-06 18:00:00,24.0,294.5,99788.25,2022-09-05 00:00:00,42
2022-09-07 00:00:00,24.5,294.25,99198.25,2022-09-05 00:00:00,48
2022-09-07 06:00:00,24.75,294.25,99069.19,2022-09-05 00:00:00,54
2022-09-07 12:00:00,25.5,294.25,98351.19,2022-09-05 00:00:00,60
2022-09-07 18:00:00,26.0,294.25,97932.88,2022-09-05 00:00:00,66
2022-09-08 00:00:00,26.75,294.5,97125.69,2022-09-05 00:00:00,72
2022-09-08 06:00:00,27.75,294.75,97491.75,2022-09-05 00:00:00,78
2022-09-08 12:00:00,28.5,294.75,96433.25,2022-09-05 00:00:00,84
2022-09-08 18:00:00,29.5,295.25,97062.0,2022-09-05 00:00:00,90
2022-09-09 00:00:00,30.75,295.75,96476.12,2022-09-05 00:00:00,96
2022-09-09 06:00:00,31.75,296.75,96728.12,2022-09-05 00:00:00,102
2022-09-09 12:00:00,33.25,298.25,96507.75,2022-09-05 00:00:00,108
2022-09-09 18:00:00,35.0,300.5,96202.31,2022-09-05 00:00:00,114
2022-09-10 00:00:00,37.0,302.75,95639.5,2022-09-05 00:00:00,120
2022-09-10 06:00:00,39.75,305.25,94898.19,2022-09-05 00:00:00,126
2022-09-10 12:00:00,42.25,306.75,95350.75,2022-09-05 00:00:00,132
2022-09-10 18:00:00,43.25,307.0,96074.69,2022-09-05 00:00:00,138
2022-09-11 00:00:00,43.25,307.5,96736.62,2022-09-05 00:00:00,144
2022-09-11 06:00:00,43.75,308.0,97074.88,2022-09-05 00:00:00,150
2022-09-11 12:00:00,44.25,308.25,97446.0,2022-09-05 00:00:00,156
2022-09-11 18:00:00,44.25,308.0,97597.06,2022-09-05 00:00:00,162
2022-09-12 00:00:00,44.25,308.25,97846.56,2022-09-05 00:00:00,168
2022-09-12 06:00:00,44.25,308.0,97929.38,2022-09-05 00:00:00,174
2022-09-12 12:00:00,43.75,308.25,98202.69,2022-09-05 00:00:00,180
2022-09-12 18:00:00,43.25,309.0,98349.5,2022-09-05 00:00:00,186
2022-09-13 00:00:00,42.75,311.0,98753.94,2022-09-05 00:00:00,192
2022-09-13 06:00:00,43.0,313.5,98789.19,2022-09-05 00:00:00,198
2022-09-13 12:00:00,43.75,315.25,98943.0,2022-09-05 00:00:00,204
2022-09-13 18:00:00,44.5,316.5,98924.38,2022-09-05 00:00:00,210
2022-09-14 00:00:00,45.0,317.25,99032.25,2022-09-05 00:00:00,216
2022-09-08 18:00:00,18.0,130.25,100558.2,2022-09-08 18:00:00,0
2022-09-09 06:00:00,19.0,128.5,100276.9,2022-09-08 18:00:00,12
2022-09-10 00:00:00,20.5,126.25,99773.5,2022-09-08 18:00:00,30
2022-09-10 06:00:00,21.0,126.0,99264.44,2022-09-08 18:00:00,36
2022-09-10 12:00:00,21.5,125.5,99145.5,2022-09-08 18:00:00,42
2022-09-10 18:00:00,22.25,125.0,98860.19,2022-09-08 18:00:00,48
2022-09-11 00:00:00,22.75,124.75,98701.62,2022-09-08 18:00:00,54
2022-09-11 06:00:00,23.0,124.25,97871.88,2022-09-08 18:00:00,60
2022-09-11 12:00:00,23.25,124.25,98031.25,2022-09-08 18:00:00,66
2022-09-11 18:00:00,23.75,124.0,97894.06,2022-09-08 18:00:00,72
2022-09-12 00:00:00,24.25,124.0,97998.06,2022-09-08 18:00:00,78
2022-09-12 06:00:00,24.75,124.0,98002.38,2022-09-08 18:00:00,84
2022-09-12 12:00:00,25.0,124.0,97744.19,2022-09-08 18:00:00,90
2022-09-12 18:00:00,25.25,123.75,98061.25,2022-09-08 18:00:00,96
2022-09-13 00:00:00,25.5,123.75,98781.94,2022-09-08 18:00:00,102
2022-09-13 06:00:00,26.0,124.0,98762.19,2022-09-08 18:00:00,108
2022-09-13 12:00:00,26.5,124.0,98801.25,2022-09-08 18:00:00,114
2022-09-13 18:00:00,27.5,123.5,98838.38,2022-09-08 18:00:00,120
2022-09-14 00:00:00,28.0,122.75,98902.25,2022-09-08 18:00:00,126
2022-09-14 06:00:00,28.75,122.5,98487.0,2022-09-08 18:00:00,132
2022-09-14 12:00:00,29.75,122.25,98536.81,2022-09-08 18:00:00,138
2022-09-14 18:00:00,31.25,121.5,98694.0,2022-09-08 18:00:00,144
2022-09-15 00:00:00,32.75,121.0,99003.69,2022-09-08 18:00:00,150
2022-09-15 06:00:00,34.0,120.25,98950.56,2022-09-08 18:00:00,156
2022-09-15 12:00:00,35.0,120.25,99165.5,2022-09-08 18:00:00,162
2022-09-16 00:00:00,37.75,121.5,99438.56,2022-09-08 18:00:00,174
2022-09-12 00:00:00,21.25,161.25,100150.3,2022-09-12 00:00:00,0
2022-09-12 06:00:00,21.75,162.25,99898.12,2022-09-12 00:00:00,6
2022-09-12 12:00:00,22.5,163.25,99790.69,2022-09-12 00:00:00,12
2022-09-12 18:00:00,23.25,163.25,99335.0,2022-09-12 00:00:00,18
2022-09-13 00:00:00,24.0,163.25,99352.94,2022-09-12 00:00:00,24
2022-09-13 06:00:00,25.0,163.0,99069.19,2022-09-12 00:00:00,30
2022-09-13 12:00:00,26.0,162.75,98849.5,2022-09-12 00:00:00,36
2022-09-13 18:00:00,27.0,162.25,98469.12,2022-09-12 00:00:00,42
2022-09-14 00:00:00,28.25,162.0,98226.5,2022-09-12 00:00:00,48
2022-09-14 06:00:00,30.0,161.75,97904.25,2022-09-12 00:00:00,54
2022-09-14 12:00:00,31.75,161.25,97865.31,2022-09-12 00:00:00,60
2022-09-14 18:00:00,33.75,162.25,97355.5,2022-09-12 00:00:00,66
2022-09-15 00:00:00,36.75,164.0,96570.44,2022-09-12 00:00:00,72
2022-09-15 06:00:00,41.0,166.0,95848.31,2022-09-12 00:00:00,78
2022-09-15 12:00:00,45.25,167.75,95708.75,2022-09-12 00:00:00,84
2022-09-15 18:00:00,48.0,170.0,95433.94,2022-09-12 00:00:00,90
2022-09-16 00:00:00,51.25,173.75,95077.81,2022-09-12 00:00:00,96
2022-09-13 06:00:00,22.0,138.75,99783.44,2022-09-13 06:00:00,0
2022-09-13 12:00:00,22.25,139.5,99884.75,2022-09-13 06:00:00,6
2022-09-13 18:00:00,22.25,139.75,99570.62,2022-09-13 06:00:00,12
2022-09-14 00:00:00,22.5,140.5,99474.0,2022-09-13 06:00:00,18
2022-09-14 06:00:00,22.75,140.25,99145.25,2022-09-13 06:00:00,24
2022-09-14 12:00:00,23.0,140.5,99076.56,2022-09-13 06:00:00,30
2022-09-14 18:00:00,23.25,139.5,98679.75,2022-09-13 06:00:00,36
2022-09-15 00:00:00,23.25,138.75,98640.94,2022-09-13 06:00:00,42
2022-09-15 06:00:00,23.25,137.75,98119.56,2022-09-13 06:00:00,48
2022-09-15 12:00:00,23.5,137.0,97720.75,2022-09-13 06:00:00,54
2022-09-15 18:00:00,23.75,136.5,97139.44,2022-09-13 06:00:00,60
2022-09-16 00:00:00,23.75,136.0,97288.56,2022-09-13 06:00:00,66
2022-09-16 06:00:00,24.25,135.5,96669.31,2022-09-13 06:00:00,72
2022-09-16 12:00:00,25.0,134.75,96779.56,2022-09-13 06:00:00,78
2022-09-16 18:00:00,25.75,133.5,96466.44,2022-09-13 06:00:00,84
2022-09-17 00:00:00,26.0,133.25,96423.12,2022-09-13 06:00:00,90
2022-09-17 06:00:00,27.0,132.5,96067.62,2022-09-13 06:00:00,96
2022-09-17 12:00:00,27.75,131.75,96207.38,2022-09-13 06:00:00,102
2022-09-17 18:00:00,28.75,131.25,95990.69,2022-09-13 06:00:00,108
2022-09-18 00:00:00,29.75,130.75,95733.56,2022-09-13 06:00:00,114
2022-09-18 06:00:00,30.75,130.5,95531.19,2022-09-13 06:00:00,120
2022-09-18 12:00:00,32.0,130.25,96292.56,2022-09-13 06:00:00,126
2022-09-18 18:00:00,33.25,130.25,96768.62,2022-09-13 06:00:00,132
2022-09-19 00:00:00,34.0,131.0,97527.69,2022-09-13 06:00:00,138
2022-09-19 06:00:00,35.5,132.5,98005.94,2022-09-13 06:00:00,144
2022-09-19 12:00:00,36.25,134.25,98610.0,2022-09-13 06:00:00,150
2022-09-17 00:00:00,16.5,298.5,100450.1,2022-09-17 00:00:00,0
2022-09-17 12:00:00,16.25,296.75,100618.6,2022-09-17 00:00:00,12
2022-09-17 18:00:00,16.75,296.0,100309.9,2022-09-17 00:00:00,18
2022-09-18 00:00:00,16.75,295.0,100190.1,2022-09-17 00:00:00,24
2022-09-18 06:00:00,16.75,294.5,99882.69,2022-09-17 00:00:00,30
